utc_time,local_time,PM2.5,CO,PM10,NO2,Temperature,Humidity,Wind Speed,AQI_CO,AQI_NO2,AQI_PM10,AQI_PM2.5,AQI
2024-02-04 09:00:00+00:00,2024-02-04 16:00:00+07:00,9.06,497.0,30.2,16.948387145996094,29.0,54.0,6.23,5.0,8.0,28.0,0.0,28.0
2024-02-04 10:00:00+00:00,2024-02-04 17:00:00+07:00,7.7,502.0,34.1,16.948387145996094,27.0,66.0,6.77,5.0,8.0,32.0,43.0,43.0
2024-02-04 11:00:00+00:00,2024-02-04 18:00:00+07:00,7.37,517.0,25.1,17.989072799682617,26.0,77.0,5.7,5.0,9.0,23.0,41.0,41.0
2024-02-04 12:00:00+00:00,2024-02-04 19:00:00+07:00,5.87,530.0,37.9,20.28661727905273,25.0,81.0,5.53,5.0,10.0,35.0,33.0,35.0
2024-02-04 13:00:00+00:00,2024-02-04 20:00:00+07:00,8.4,485.0,27.5,21.95875740051269,24.0,85.0,4.97,5.0,11.0,25.0,47.0,47.0
2024-02-04 14:00:00+00:00,2024-02-04 21:00:00+07:00,7.07,469.0,37.8,21.95875740051269,24.0,86.0,4.31,5.0,11.0,35.0,39.0,39.0
2024-02-04 15:00:00+00:00,2024-02-04 22:00:00+07:00,6.89,415.0,32.3,21.95875740051269,24.0,85.0,4.28,4.0,11.0,30.0,38.0,38.0
2024-02-04 16:00:00+00:00,2024-02-04 23:00:00+07:00,6.6,358.0,26.8,21.95875740051269,24.0,85.0,4.8,4.0,11.0,25.0,37.0,37.0
2024-02-04 17:00:00+00:00,2024-02-05 00:00:00+07:00,5.6,322.0,36.6,21.95875740051269,23.0,85.0,4.36,3.0,11.0,34.0,31.0,34.0
2024-02-04 18:00:00+00:00,2024-02-05 01:00:00+07:00,4.74,302.0,27.2,21.95875740051269,23.0,87.0,4.36,3.0,11.0,25.0,26.0,26.0
2024-02-04 19:00:00+00:00,2024-02-05 02:00:00+07:00,14.2,287.0,34.1,21.95875740051269,23.0,87.0,4.04,3.0,11.0,32.0,61.0,61.0
2024-02-04 20:00:00+00:00,2024-02-05 03:00:00+07:00,10.2,260.0,34.8,21.95875740051269,23.0,86.0,3.93,3.0,11.0,32.0,53.0,53.0
2024-02-04 21:00:00+00:00,2024-02-05 04:00:00+07:00,7.3,262.0,25.2,21.95875740051269,22.0,86.0,3.69,3.0,11.0,23.0,41.0,41.0
2024-02-04 22:00:00+00:00,2024-02-05 05:00:00+07:00,5.76,283.0,18.5,21.95875740051269,22.0,86.0,3.91,3.0,11.0,17.0,32.0,32.0
2024-02-04 23:00:00+00:00,2024-02-05 06:00:00+07:00,4.68,367.0,20.3,21.95875740051269,22.0,87.0,3.88,4.0,11.0,19.0,26.0,26.0
2024-02-05 00:00:00+00:00,2024-02-05 07:00:00+07:00,4.08,499.0,20.3,23.210792541503903,22.0,88.0,4.09,5.0,12.0,19.0,23.0,23.0
2024-02-05 01:00:00+00:00,2024-02-05 08:00:00+07:00,4.95,677.0,18.5,22.48819351196289,23.0,86.0,4.29,7.0,11.0,17.0,28.0,28.0
